1.加勒比,#genre#
一本80[720*540],https://vip4.ddyunbo.com/20210213/ENM4zicX/index.m3u8?skipl=1
一本71[720*404],https://vip4.ddyunbo.com/20210213/i03D14H9/index.m3u8?skipl=1
一本81[720*540],https://vip4.ddyunbo.com/20210213/dsERtG8m/index.m3u8?skipl=1
一本82[720*540],https://vip4.ddyunbo.com/20210213/I3UI5SqB/index.m3u8?skipl=1
一本84[720*400],https://vip4.ddyunbo.com/20210212/2hVb694k/index.m3u8?skipl=1
一本87[720*404],https://vip4.ddyunbo.com/20210212/kqFvWt7a/index.m3u8?skipl=1
一本88[720*404],https://vip4.ddyunbo.com/20210212/XaOrROc9/index.m3u8?skipl=1
一本92[720*404],https://vip4.ddyunbo.com/20210212/8gGUXokv/index.m3u8?skipl=1
一本91[720*404],https://vip4.ddyunbo.com/20210212/dsIkfOPQ/index.m3u8?skipl=1
一本93[720*404],https://vip4.ddyunbo.com/20210212/GfWLULrp/index.m3u8?skipl=1
一本94[720*404],https://vip4.ddyunbo.com/20210212/o98hhHfZ/index.m3u8?skipl=1
一本95[720*404],https://vip4.ddyunbo.com/20210212/iBW4UZRR/index.m3u8?skipl=1
一本97[720*404],https://vip4.ddyunbo.com/20210212/3c1c12WZ/index.m3u8?skipl=1
一本96[720*404],https://vip4.ddyunbo.com/20210212/x4zgasWf/index.m3u8?skipl=1
一本98[720*404],https://vip4.ddyunbo.com/20210212/lvGl3l08/index.m3u8?skipl=1
一本99[720*540],https://vip4.ddyunbo.com/20210211/x8pJYD8l/index.m3u8?skipl=1
一本100[720*404],https://vip4.ddyunbo.com/20210211/nMKLhIyw/index.m3u8?skipl=1
一本101[720*404],https://vip4.ddyunbo.com/20210211/GcsvEahX/index.m3u8?skipl=1
一本102[720*404],https://vip4.ddyunbo.com/20210211/zPoGNn7p/index.m3u8?skipl=1
一本103[720*404],https://vip4.ddyunbo.com/20210211/UkRqKCzR/index.m3u8?skipl=1
一本107[720*404],https://vip4.ddyunbo.com/20210210/tPXr8H8t/index.m3u8?skipl=1
一本109[720*404],https://vip4.ddyunbo.com/20210210/gCN3KZ2B/index.m3u8?skipl=1
一本110[720*404],https://vip4.ddyunbo.com/20210210/VLdQd3jy/index.m3u8?skipl=1
一本112[720*404],https://vip4.ddyunbo.com/20210209/JbefRkqP/index.m3u8?skipl=1
一本111[720*404],https://vip4.ddyunbo.com/20210209/jjSZD1eJ/index.m3u8?skipl=1
一本113[720*404],https://vip4.ddyunbo.com/20210209/Ylut1XIY/index.m3u8?skipl=1
一本114[720*404],https://vip4.ddyunbo.com/20210209/9lmAX6nC/index.m3u8?skipl=1
一本115[720*404],https://vip4.ddyunbo.com/20210209/HS0ZHHMU/index.m3u8?skipl=1
一本116[720*404],https://vip4.ddyunbo.com/20210209/YVuPkKA0/index.m3u8?skipl=1
一本118[720*404],https://vip4.ddyunbo.com/20210208/B7fkp2Nt/index.m3u8?skipl=1
一本119[720*480],https://vip4.ddyunbo.com/20210208/ZrSlrBEi/index.m3u8?skipl=1
一本120[720*404],https://vip4.ddyunbo.com/20210208/ovCbizI7/index.m3u8?skipl=1
一本121[720*404],https://vip4.ddyunbo.com/20210208/fMfsqgou/index.m3u8?skipl=1
一本123[720*404],https://vip4.ddyunbo.com/20210207/OKmtrkDi/index.m3u8?skipl=1
一本122[720*404],https://vip4.ddyunbo.com/20210207/i9Hv5TRt/index.m3u8?skipl=1
一本124[720*404],https://vip4.ddyunbo.com/20210207/dzwj6lNY/index.m3u8?skipl=1
一本128[720*404],https://vip4.ddyunbo.com/20210203/naZKao31/index.m3u8?skipl=1
一本129[720*480],https://vip4.ddyunbo.com/20210203/qeP3V2YC/index.m3u8?skipl=1
一本130[720*480],https://vip4.ddyunbo.com/20210203/1PVXgBlv/index.m3u8?skipl=1
一本132[720*404],https://vip4.ddyunbo.com/20210203/h5FLtiCy/index.m3u8?skipl=1
一本131[720*404],https://vip4.ddyunbo.com/20210203/UmJTgGy0/index.m3u8?skipl=1
一本106[720*404],https://vip4.ddyunbo.com/20210210/uCXV7Fsx/index.m3u8?skipl=1
一本136[720*404],https://vip4.ddyunbo.com/20210203/CHkVgFa3/index.m3u8?skipl=1
一本138[720*404],https://vip4.ddyunbo.com/20210202/UxqQ0vuR/index.m3u8?skipl=1
一本139[720*404],https://vip4.ddyunbo.com/20210202/d4SRSiyD/index.m3u8?skipl=1
一本140[720*404],https://vip4.ddyunbo.com/20210202/5SGmmIDx/index.m3u8?skipl=1
一本141[720*404],https://vip4.ddyunbo.com/20210202/NhEBcAp7/index.m3u8?skipl=1
一本137[720*404],https://vip4.ddyunbo.com/20210203/Rs915orP/index.m3u8?skipl=1
一本126[720*404],https://vip4.ddyunbo.com/20210203/z0V8HvxE/index.m3u8?skipl=1
三本道,https://vip4.ddyunbo.com/20210210/IjSENz6s/index.m3u8
二本道,https://vip4.ddyunbo.com/20210209/dEzJjeSU/index.m3u8
1pondo518姬川,https://fc.maa1808.com/h/uglvzhiqwb/uglvzhiqwb.m3u8
1pondo366水谷,https://fc.maa1808.com/c/wgucctcnwb/wgucctcnwb.m3u8
1pondo350西川,https://fc.maa1808.com/h/fmrcohtytf/fmrcohtytf.m3u8
1pondo311水谷,https://fc.maa1808.com/c/vkitdntxfe/vkitdntxfe.m3u8
1pondo273水谷,https://fc.maa1808.com/g/pzvktykubw/pzvktykubw.m3u8
1pondo488姬川,https://fc.maa1808.com/g/ibktjjcjvi/ibktjjcjvi.m3u8
1pondo618水谷,https://fc.maa1808.com/c/dyostrmwue/dyostrmwue.m3u8
1pondo419西川,https://fc.maa1808.com/b/ptytphcyus/ptytphcyus.m3u8
1pondo764杏奈,https://fc.maa1808.com/g/rgihjwnolt/rgihjwnolt.m3u8
1pondo793杏奈,https://fc.maa1808.com/f/kpprkumlkh/kpprkumlkh.m3u8
1pondo450西川,https://fc.maa1808.com/f/omlrqipols/omlrqipols.m3u8
1pondo597西川,https://fc.maa1808.com/n/iqphtushdl/iqphtushdl.m3u8
1pondo613七濑,https://fc.maa1808.com/e/vwiedbxdkp/vwiedbxdkp.m3u8
1pondo559北川,https://fc.maa1808.com/h/ibogkqnaah/ibogkqnaah.m3u8

3.HEYZO,#genre#
HEYZO720P50部,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1942_full/1500kb/hls/index.m3u8
HEYZO720P30,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1958_full/1500kb/hls/index.m3u8
HEYZO720P31,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1941_full/1500kb/hls/index.m3u8
HEYZO720P32,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1973_full/1500kb/hls/index.m3u8
HEYZO720P33,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1971_full/1500kb/hls/index.m3u8
HEYZO720P35,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1970_full/1500kb/hls/index.m3u8
HEYZO720P36,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1945_full/1500kb/hls/index.m3u8
HEYZO720P37,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1980_full/1500kb/hls/index.m3u8
HEYZO720P38,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1974_full/1500kb/hls/index.m3u8
HEYZO720P39,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1944_full/1500kb/hls/index.m3u8
HEYZO720P40,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1960_full/1500kb/hls/index.m3u8
HEYZO720P41,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1954_full/1500kb/hls/index.m3u8
HEYZO720P42,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1981_full/1500kb/hls/index.m3u8
HEYZO720P43,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1962_full/1500kb/hls/index.m3u8
HEYZO720P44,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1946_full/1500kb/hls/index.m3u8
HEYZO720P45,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1976_full/1500kb/hls/index.m3u8
HEYZO720P46,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1957_full/1500kb/hls/index.m3u8
HEYZO720P47,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1940_full/1500kb/hls/index.m3u8
HEYZO720P48,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1950_full/1500kb/hls/index.m3u8
HEYZO720P49,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1951_full/1500kb/hls/index.m3u8
HEYZO720P34,https://video1.rhsj520.com/nyrm3/wuma/heyzo_hd_1965_full/1500kb/hls/index.m3u8
heyzo1243水谷,https://fc.maa1808.com/c/iqwejgyxjo/iqwejgyxjo.m3u8
heyzo1395姬川,https://fc.maa1808.com/n/navpsngdew/navpsngdew.m3u8
heyzo1638姬川,https://fc.maa1808.com/n/hvxlbaoohy/hvxlbaoohy.m3u8
heyzo1275水谷,https://fc.maa1808.com/m/yifrmmuwzg/yifrmmuwzg.m3u8
heyzo1544姬川,https://fc.maa1808.com/h/xfjsphiogs/xfjsphiogs.m3u8
heyzo1478丘笑,https://fc.maa1808.com/c/tbpdlnyuix/tbpdlnyuix.m3u8
heyzo1262西川,https://fc.maa1808.com/d/fhctzryess/fhctzryess.m3u8
heyzo0705杏奈,https://fc.maa1808.com/e/hacddcsdtd/hacddcsdtd.m3u8
heyzo1199希笑,https://fc.maa1808.com/d/bysmgbtdit/bysmgbtdit.m3u8
heyzo1601北川,https://fc.maa1808.com/d/mdsjynuabc/mdsjynuabc.m3u8
heyzo1722杏奈,https://fc.maa1808.com/f/xbztwfweja/xbztwfweja.m3u8
heyzo1590神田,https://fc.maa1808.com/m/qyqycucecx/qyqycucecx.m3u8
heyzo1691神田,https://fc.maa1808.com/d/gxoiwurbtv/gxoiwurbtv.m3u8
heyzo1786杏奈,https://fc.maa1808.com/b/ehazmnswdt/ehazmnswdt.m3u8
heyzo1570神田,https://fc.maa1808.com/b/xisxqtvjhu/xisxqtvjhu.m3u8

4.SWAG,#genre#
SWAG61部,https://video2.51daao.com/btt1/2020/09/20200930/DWR0uP5r/index.m3u8
SWAG老师用巨乳教学,https://video2.51daao.com/btt1/2020/08/20200811/GNEu0aax/index.m3u8
SWAG男友不是老板,https://video2.51daao.com/btt1/2020/11/20201113/DJtJOu9u/index.m3u8
SWAG看诊结束就是吸医棒,https://video2.51daao.com/btt1/2020/12/20201218/e8t0Vi7k/index.m3u8
SWAG搾乾的肉棒与湿透的,https://video2.51daao.com/btt1/2020/12/20201223/l76O9cWV/index.m3u8
SWAG体验情色猛男金手指,https://video2.51daao.com/btt1/2021/01/20210105/z5jwxlAC/index.m3u8
SWAG妹妹该起床做事咯,https://video2.51daao.com/btt1/2020/12/20201229/KHjDg7Cr/index.m3u8
SWAG淫荡老婆居然让邻居内射,https://video2.51daao.com/btt1/2020/12/20201216/2L7PRlNG/index.m3u8
SWAG小兔子沉溺最舒服的性麻豆视频,https://video2.51daao.com/btt1/2020/12/20201212/pl7HbaKG/index.m3u8
SWAG大耻度脱衣实战大冒险,https://video2.51daao.com/btt1/2021/01/20210103/rurLq1Tf/index.m3u8
SWAG变态医生的新生入学检查,https://video2.51daao.com/btt1/2020/12/20201213/NVU8crK3/index.m3u8
SWAG靠着肉体环岛不用钱,https://video2.51daao.com/btt1/2020/12/20201204/uirx3x7j/index.m3u8
SWAG自慰弄到受不了就找粉丝解闷,https://video2.51daao.com/btt1/2020/10/20201029/3Si2f7Ug/index.m3u8
SWAG学弟强插美颜学姐,https://video2.51daao.com/btt1/2020/08/20200806/F7A69ee0/index.m3u8
SWAG妹妹自慰哥哥来帮忙,https://video2.51daao.com/btt1/2020/12/20201216/eCSzaVRy/index.m3u8
SWAG主播路边搭讪求温暖,https://video2.51daao.com/btt1/2020/12/20201214/PQvdWnUo/index.m3u8
SWAG姐妹半夜起来互慰到早晨,https://video2.51daao.com/btt1/2020/12/20201215/J9CLaUEo/index.m3u8
SWAG气质学姐用身体安慰学弟,https://video2.51daao.com/btt1/2020/10/20201024/C54s9NC4/index.m3u8
SWAG到府按摩特别服务,https://video2.51daao.com/btt1/2020/11/20201128/xIXAkloD/index.m3u8
SWAG不管朋友在旁直扑他女友,https://video2.51daao.com/btt1/2020/11/20201126/g5gbvD9y/index.m3u8
SWAG新婚之夜诱惑老公爆射,https://video2.51daao.com/btt1/2020/10/20201024/1UdQFT9f/index.m3u8
SWAG黑丝OL跟我下战帖,https://video2.51daao.com/btt1/2020/12/20201213/jSk1uzKA/index.m3u8
SWAG老婆找她闺密帮忙伺候老公,https://video2.51daao.com/btt1/2020/10/20201029/ltxYFEhv/index.m3u8
SWAG秘书下班後的潜规则,https://video2.51daao.com/btt1/2021/01/20210103/FElWHEKr/index.m3u8
SWAG瑜伽大师的性麻豆视频秘技,https://video2.51daao.com/btt1/2021/01/20210107/PlhjGKkt/index.m3u8
SWAG小孟的私人治疗室让你舒舒服服释放压力,https://video2.51daao.com/btt1/2020/05/20200513/ensog12T/index.m3u8
SWAG落跑新娘在同事床上受孕,https://video2.51daao.com/btt1/2020/12/20201229/LX7SMMZH/index.m3u8
SWAG圣诞露脸露点露鲍口交颜射,https://video2.51daao.com/btt1/2020/10/20201030/OaVRnP0A/index.m3u8
SWAG健身後被拖去公厕操,https://video2.51daao.com/btt1/2020/11/20201123/WHtRY7CZ/index.m3u8
SWAG表姐在旁边还敢偷吃姐夫,https://video2.51daao.com/btt1/2020/10/20201027/44byFoL2/index.m3u8
SWAG两美乳OL出游遭啪,https://video2.51daao.com/btt1/2020/10/20201022/6KrbOd3h/index.m3u8
SWAG落地窗前激烈运动,https://video2.51daao.com/btt1/2020/12/20201227/SSdiSWM6/index.m3u8
SWAG粉丝赚到与我打炮,https://video2.51daao.com/btt1/2020/12/20201205/ibS9TYY7/index.m3u8
SWAG骚女警在男友家中被内射中出,https://video2.51daao.com/btt1/2020/07/20200714/NKx1Oro3/index.m3u8
SWAG午後下午茶的休闲活动,https://video2.51daao.com/btt1/2020/12/20201222/8F5N06vx/index.m3u8
SWAG漂亮爆乳女朋友打扰我玩游戏怎麽办,https://video2.51daao.com/btt1/2020/07/20200711/X58Feirb/index.m3u8
SWAG和路人公厕激战,https://video2.51daao.com/btt1/2020/08/20200807/DSrQBBDm/index.m3u8
SWAG黑丝女神火爆剧情-用火辣身体满足上司肉棒,https://video2.51daao.com/btt1/2020/07/20200728/PSQKekGf/index.m3u8
